"","Montagnard","Travailler","Habiter","Altitude"
"3626","Non","0","Non",512
"3627","Non","0","Non",361
"3628","Oui","0","Non",361
"3629","Oui","2","Non",341
"3631","Oui","2","Non",226
"3632","Oui","0","Non",226
"3633","Oui","0","Non",226
"3634","Oui","2","Non",369
"3636","Oui","1","Non",198
"3637","Oui","0","Non",198
"3638","Oui","0","Non",198
"3639","Oui","0","Non",198
"3640","Oui","0","Non",198
"3641","Oui","0","Non",198
"3642","Oui","0","Non",198
"3643","Oui","0","Non",198
"3644","Oui","0","Non",198
"3645","Oui","0","Non",198
"3646","Non","0","Non",244
"3647","Oui","0","Non",244
"3648","Oui","0","Non",244
"3649","Oui","0","Non",244
"3650","Oui","0","Non",216
"3652","Oui","0","Non",309
"3653","Oui","0","Non",309
"3654","Oui","0","Non",260
"3655","Oui","0","Non",556
"3656","Oui","0","Non",194
"3657","Oui","0","Non",194
"3659","Oui","0","Non",194
"3660","Oui","0","Non",194
"3661","Oui","0","Non",194
"3663","Oui","0","Non",291
"3665","Non","0","Non",208
"3668","Oui","0","Non",243
"3669","Non","1","Non",243
"3670","Non","0","Non",243
"3671","Oui","0","Non",243
"3672","Oui","0","Non",243
"3673","Oui","0","Non",240
"3674","Non","0","Non",225
"3675","Non","0","Non",223
"3676","Oui","0","Non",223
"3677","Oui","2","Non",222
"3678","Non","0","Non",222
"3679","Oui","0","Non",215
"3680","Oui","0","Non",215
"3681","Oui","0","Non",215
"3683","Oui","0","Non",215
"3684","Oui","0","Non",215
"3687","Non","0","Non",322
"3688","Oui","0","Non",204
"3690","Oui","0","Non",302
"3692","Oui","0","Non",422
"3694","Non","0","Non",368
"3695","Oui","0","Oui",606
"3697","Oui","0","Non",260
"3698","Non","0","Non",210
"3699","Oui","0","Non",210
"3701","Oui","0","Non",180
"3702","Oui","0","Non",180
"3703","Non","0","Non",180
"3704","Non","0","Non",180
"3705","Oui","0","Non",317
"3706","Oui","2","Non",237
"3707","Oui","1","Non",198
"3708","Non","0","Non",184
"3711","Oui","0","Non",312
"3712","Oui","0","Non",222
"3713","Oui","0","Non",194
"3714","Oui","0","Non",444
"3715","Non","0","Non",65
"3716","Oui","0","Non",65
"3717","Oui","0","Non",138
"3719","Oui","0","Non",122
"3726","Non","0","Non",308
"3727","Oui","2","Oui",308
"3729","Oui","1","Oui",308
"3730","Oui","1","Non",308
"3731","Oui","2","Oui",308
"3734","Non","0","Oui",308
"3735","Oui","1","Oui",308
"3736","Oui","2","Oui",308
"3738","Oui","0","Non",308
"3740","Oui","1","Non",308
"3743","Oui","2","Oui",308
"3744","Oui","0","Non",308
"3745","Oui","0","Non",308
"3746","Oui","1","Oui",308
"3749","Oui","0","Oui",308
"3750","Oui","1","Non",308
"3751","Oui","1","Oui",308
"3752","Oui","0","Non",308
"3754","Oui","0","Oui",308
"3759","Oui","2","Non",308
"3761","Oui","1","Non",308
"3762","Oui","0","Non",308
"3763","Oui","2","Oui",308
"3764","Oui","0","Oui",308
"3766","Oui","1","Oui",308
"3767","Non","0","Non",308
"3768","Oui","0","Oui",308
"3769","Non","0","Oui",308
"3771","Oui","0","Oui",308
"3772","Non","0","Non",308
"3775","Non","0","Non",308
"3776","Oui","1","Oui",308
"3777","Oui","0","Oui",308
"3778","Oui","2","Oui",308
"3780","Oui","0","Non",308
"3781","Oui","2","Oui",308
"3782","Oui","0","Non",308
"3784","Oui","0","Oui",308
"3785","Oui","1","Non",308
"3787","Oui","0","Non",308
"3789","Oui","0","Non",308
"3790","Oui","1","Non",308
"3791","Oui","1","Non",308
"3794","Oui","0","Non",308
"3795","Non","0","Non",308
"3796","Oui","0","Non",308
"3797","Oui","0","Non",308
"3798","Oui","0","Oui",308
"3799","Oui","2","Oui",308
"3801","Oui","2","Oui",308
"3802","Oui","0","Non",308
"3803","Oui","2","Oui",308
"3804","Oui","0","Non",308
"3807","Oui","0","Non",308
"3808","Oui","0","Non",308
"3809","Oui","2","Oui",308
"3810","Oui","0","Oui",308
"3814","Oui","2","Non",308
"3816","Non","0","Non",308
"3817","Oui","0","Non",308
"3819","Oui","0","Non",308
"3822","Oui","0","Non",308
"3824","Oui","1","Oui",308
"3825","Oui","0","Non",308
"3826","Oui","0","Non",308
"3827","Oui","0","Non",308
"3828","Oui","0","Non",308
"3831","Oui","2","Non",308
"3833","Oui","0","Non",308
"3834","Oui","0","Oui",308
"3835","Oui","2","Non",308
"3839","Oui","0","Non",308
"3840","Non","0","Non",308
"3841","Oui","0","Oui",308
"3842","Oui","0","Non",308
"3844","Oui","0","Non",308
"3846","Oui","0","Oui",308
"3848","Oui","2","Non",308
"3851","Oui","0","Non",308
"3852","Oui","2","Oui",308
"3853","Oui","0","Non",308
"3854","Oui","0","Oui",308
"3855","Non","1","Non",308
"3857","Non","0","Oui",308
"3858","Oui","1","Non",308
"3859","Oui","0","Non",308
"3861","Oui","2","Oui",308
"3865","Non","0","Oui",308
"3866","Oui","0","Non",308
"3867","Oui","2","Oui",308
"3868","Oui","1","Oui",281
"3869","Oui","0","Oui",281
"3871","Non","0","Non",281
"3875","Oui","0","Non",281
"3876","Non","0","Non",281
"3878","Oui","0","Oui",281
"3879","Oui","0","Non",281
"3880","Oui","0","Oui",281
"3881","Oui","0","Oui",281
"3882","Oui","2","Non",281
"3884","Non","2","Oui",281
"3885","Oui","0","Oui",281
"3886","Non","0","Non",281
"3887","Oui","2","Oui",281
"3889","Oui","0","Oui",281
"3890","Oui","2","Oui",437
"3891","Oui","2","Oui",437
"3892","Oui","0","Oui",437
"3893","Oui","1","Oui",437
"3895","Oui","2","Oui",437
"3896","Oui","0","Oui",437
"3898","Oui","0","Oui",437
"3899","Oui","2","Oui",437
"3901","Oui","1","Oui",437
"3904","Oui","2","Oui",437
"3905","Non","0","Oui",437
"3907","Oui","2","Oui",2026
"3908","Oui","2","Oui",2026
"3909","Oui","2","Oui",2026
"3911","Oui","1","Oui",2026
"3914","Non","2","Oui",483
"3915","Oui","0","Oui",483
"3916","Oui","2","Oui",483
"3917","Oui","2","Oui",483
"3918","Oui","2","Oui",483
"3920","Oui","2","Oui",1665
"3921","Oui","2","Oui",1665
"3922","Oui","2","Oui",1665
"3923","Oui","1","Oui",1665
"3924","Oui","2","Oui",1665
"3926","Oui","0","Oui",1665
"3927","Oui","1","Oui",2583
"3928","Oui","2","Oui",2583
"3929","Oui","2","Oui",2583
"3931","Oui","0","Oui",338
"3935","Oui","2","Oui",338
"3936","Oui","1","Oui",338
"3937","Oui","0","Non",338
"3939","Non","0","Non",338
"3940","Oui","1","Oui",314
"3941","Oui","1","Oui",314
"3942","Oui","0","Oui",314
"3943","Oui","1","Oui",314
"3944","Oui","0","Non",314
"3948","Non","0","Non",358
"3949","Oui","0","Oui",596
"3950","Oui","0","Oui",596
"3951","Oui","1","Oui",596
"3952","Oui","0","Oui",596
"3953","Oui","2","Oui",596
"3955","Oui","0","Non",596
"3956","Oui","0","Oui",596
"3958","Oui","0","Oui",596
"3959","Oui","2","Non",596
"3960","Oui","2","Oui",596
"3961","Oui","0","Non",596
"3963","Non","0","Oui",596
"3964","Oui","0","Oui",596
"3965","Oui","0","Oui",596
"3966","Oui","0","Oui",596
"3967","Non","0","Non",596
"3968","Oui","2","Oui",1601
"3969","Oui","0","Oui",1601
"3970","Oui","2","Oui",1601
"3971","Oui","2","Oui",1601
"3972","Oui","2","Oui",1601
"3974","Oui","1","Oui",1601
"3975","Oui","2","Oui",1601
"3976","Oui","2","Oui",1601
"3977","Oui","2","Oui",1601
"3978","Oui","2","Oui",1601
"3979","Oui","1","Oui",1601
"3980","Oui","2","Oui",1601
"3981","Oui","1","Oui",1601
"3982","Oui","2","Oui",1601
"3984","Oui","2","Oui",1601
"3985","Oui","2","Oui",1601
"3986","Oui","2","Oui",1601
"3987","Oui","2","Oui",1601
"3988","Oui","2","Oui",1601
"3989","Oui","2","Oui",1601
"3990","Oui","2","Oui",1601
"3991","Oui","2","Oui",1601
"3992","Oui","0","Oui",1601
"3993","Oui","2","Oui",1601
"3994","Oui","2","Oui",1601
"3996","Oui","2","Oui",1601
"3997","Oui","2","Oui",356
"3998","Oui","2","Oui",356
"3999","Oui","0","Non",462
"4000","Oui","0","Non",462
"4001","Oui","0","Oui",462
"4002","Oui","0","Oui",462
"4003","Oui","0","Oui",462
"4004","Oui","2","Oui",462
"4005","Oui","0","Non",462
"4006","Oui","1","Oui",462
"4008","Oui","0","Oui",462
"4010","Oui","0","Oui",462
"4011","Oui","1","Oui",462
"4012","Oui","2","Oui",462
"4013","Oui","1","Oui",462
"4014","Oui","1","Oui",462
"4017","Non","0","Non",462
"4019","Oui","0","Oui",462
"4020","Oui","0","Non",462
"4021","Oui","0","Non",462
"4023","Oui","0","Non",324
"4024","Oui","0","Non",324
"4025","Oui","1","Non",324
"4027","Oui","0","Non",657
"4028","Oui","0","Oui",657
"4030","Oui","2","Oui",657
"4032","Oui","1","Oui",657
"4033","Oui","0","Oui",657
"4034","Oui","2","Oui",657
"4037","Oui","0","Oui",1072
"4038","Oui","0","Oui",1072
"4040","Oui","1","Oui",1072
"4042","Oui","1","Non",1072
"4043","Oui","1","Oui",1754
"4044","Oui","2","Oui",1754
"4045","Oui","2","Oui",1754
"4047","Oui","2","Oui",1754
"4048","Oui","2","Oui",1754
"4049","Oui","2","Oui",1754
"4050","Oui","2","Oui",1754
"4051","Oui","2","Oui",1754
"4053","Oui","2","Oui",1754
"4054","Oui","0","Oui",475
"4055","Oui","2","Oui",475
"4056","Oui","0","Non",475
"4057","Oui","0","Non",475
"4059","Oui","0","Non",475
"4061","Non","1","Non",475
"4062","Oui","0","Oui",655
"4063","Oui","2","Oui",655
"4064","Oui","1","Oui",655
"4065","Oui","0","Non",655
"4066","Oui","2","Oui",655
"4067","Oui","2","Oui",655
"4068","Oui","2","Oui",655
"4069","Oui","2","Oui",655
"4070","Oui","1","Oui",655
"4071","Oui","1","Oui",655
"4072","Non","2","Oui",331
"4074","Oui","0","Oui",331
"4075","Oui","2","Oui",2465
"4076","Oui","2","Oui",2465
"4077","Oui","1","Oui",2465
"4078","Oui","2","Oui",2465
"4079","Oui","2","Oui",2465
"4080","Oui","2","Oui",2465
"4081","Oui","2","Oui",2465
"4082","Oui","1","Oui",2465
"4084","Oui","2","Oui",740
"4085","Oui","2","Oui",740
"4087","Oui","0","Oui",740
"4089","Oui","2","Oui",740
"4090","Oui","2","Oui",740
"4091","Oui","2","Oui",740
"4092","Oui","2","Oui",740
"4093","Oui","2","Oui",740
"4094","Oui","1","Oui",740
"4095","Oui","2","Oui",740
"4096","Oui","2","Oui",740
"4097","Oui","2","Oui",1635
"4099","Oui","0","Oui",1635
"4100","Oui","2","Oui",1635
"4101","Oui","1","Oui",1635
"4102","Oui","2","Oui",1635
"4103","Oui","2","Oui",1635
"4104","Oui","2","Oui",1635
"4105","Oui","0","Oui",1635
"4106","Oui","2","Oui",1635
"4107","Oui","2","Oui",1635
"4108","Oui","2","Oui",1635
"4109","Oui","2","Oui",1635
"4110","Oui","2","Oui",1635
"4111","Oui","2","Oui",1635
"4113","Oui","2","Oui",1635
"4114","Oui","2","Oui",1635
"4115","Oui","2","Oui",1635
"4116","Oui","0","Oui",1635
"4117","Oui","1","Oui",397
"4118","Oui","0","Oui",397
"4120","Oui","2","Oui",626
"4121","Oui","2","Oui",626
"4122","Oui","2","Oui",626
"4123","Oui","2","Non",626
"4125","Oui","2","Oui",626
"4126","Oui","2","Oui",626
"4128","Oui","2","Oui",626
"4129","Oui","2","Non",626
"4130","Oui","2","Oui",626
"4131","Oui","2","Oui",626
"4132","Oui","2","Oui",626
"4133","Oui","2","Oui",626
"4134","Oui","0","Non",626
"4136","Oui","1","Oui",626
"4137","Oui","1","Non",626
"4138","Oui","1","Oui",626
"4139","Oui","0","Oui",626
"4140","Oui","0","Non",431
"4143","Oui","2","Oui",1011
"4144","Oui","0","Oui",1011
"4146","Oui","0","Non",432
"4147","Oui","1","Oui",432
"4148","Oui","0","Non",432
"4149","Oui","0","Non",432
"4150","Oui","1","Non",545
"4151","Oui","2","Non",545
"4152","Oui","2","Oui",545
"4153","Oui","0","Non",545
"4155","Oui","0","Non",545
"4156","Oui","0","Non",545
"4158","Oui","0","Oui",545
"4159","Oui","2","Oui",2117
"4161","Oui","0","Oui",2117
"4162","Oui","1","Oui",2117
"4163","Oui","2","Oui",2117
"4164","Oui","2","Oui",2117
"4165","Oui","2","Oui",2243
"4167","Oui","0","Oui",344
"4168","Oui","2","Oui",344
"4169","Oui","2","Oui",344
"4170","Oui","0","Oui",344
"4171","Oui","0","Non",344
"4172","Oui","1","Oui",344
"4174","Oui","0","Oui",344
"4175","Oui","0","Non",526
"4176","Oui","2","Oui",526
"4177","Oui","2","Non",526
"4178","Oui","0","Non",526
"4179","Oui","2","Oui",2319
"4181","Non","1","Oui",2319
"4182","Oui","2","Oui",2319
"4183","Oui","2","Oui",2319
"4184","Oui","0","Oui",2319
"4185","Oui","2","Oui",2319
"4186","Oui","1","Oui",2319
"4187","Oui","2","Oui",2319
"4188","Oui","2","Oui",308
"4189","Oui","0","Non",308
"4190","Non","0","Non",308
"4191","Non","0","Non",308
"4194","Oui","0","Non",308
"4195","Oui","2","Oui",2298
"4196","Oui","2","Oui",2298
"4197","Oui","2","Oui",2298
"4198","Oui","2","Oui",2298
"4199","Oui","2","Oui",2298
"4200","Oui","2","Oui",2298
"4202","Oui","2","Oui",2298
"4203","Oui","2","Oui",2298
"4204","Oui","2","Oui",2298
"4205","Oui","2","Oui",2298
"4206","Oui","2","Oui",2298
"4207","Non","2","Oui",2298
"4208","Oui","2","Oui",2298
"4209","Oui","1","Oui",2298
"4211","Oui","2","Oui",2298
"4212","Oui","2","Oui",2298
"4213","Oui","2","Oui",2298
"4214","Oui","1","Oui",2298
"4215","Oui","1","Oui",2298
"4216","Oui","2","Oui",2298
"4217","Oui","2","Oui",2298
"4218","Oui","2","Oui",2298
"4219","Oui","2","Oui",2298
"4220","Oui","2","Oui",2298
"4221","Oui","2","Oui",2298
"4223","Oui","2","Oui",2298
"4224","Oui","2","Oui",2298
"4225","Oui","0","Oui",2298
"4226","Oui","1","Oui",2298
"4227","Oui","1","Oui",2298
"4228","Oui","2","Oui",2298
"4229","Oui","2","Oui",1210
"4230","Oui","1","Oui",2074
"4231","Oui","2","Oui",2074
"4233","Oui","2","Oui",1300
"4234","Oui","1","Oui",1300
"4235","Oui","2","Oui",1300
"4236","Oui","2","Oui",1300
"4237","Oui","2","Oui",1300
"4238","Oui","2","Oui",612
"4240","Oui","2","Oui",612
"4241","Oui","2","Oui",612
"4242","Non","2","Oui",406
"4243","Oui","0","Oui",1699
"4244","Oui","2","Oui",988
"4245","Oui","2","Oui",988
"4246","Oui","1","Oui",988
"4247","Oui","2","Oui",988
"4249","Oui","1","Oui",988
"4250","Oui","2","Oui",988
"4251","Oui","0","Oui",988
"4252","Oui","1","Oui",988
"4254","Oui","2","Oui",2329
"4255","Oui","1","Oui",2329
"4256","Oui","1","Oui",1181
"4257","Oui","2","Oui",1181
"4258","Oui","0","Oui",1181
"4259","Non","2","Oui",1181
"4260","Oui","1","Oui",1181
"4261","Oui","2","Oui",1181
"4263","Oui","2","Oui",2031
"4264","Oui","2","Oui",2031
"4266","Oui","2","Oui",2031
"4267","Oui","2","Oui",2031
"4270","Oui","2","Oui",2031
"4272","Oui","1","Oui",2031
"4274","Oui","2","Oui",2031
"4275","Oui","2","Oui",2031
"4276","Oui","2","Oui",2031
"4277","Oui","2","Oui",2031
"4278","Oui","2","Oui",2031
"4279","Oui","1","Oui",2031
"4281","Oui","2","Oui",2031
"4282","Oui","1","Oui",2031
"4284","Oui","2","Oui",2031
"4285","Oui","1","Oui",2031
"4286","Oui","1","Oui",2031
"4287","Oui","1","Oui",2456
"4288","Oui","2","Oui",2456
"4289","Oui","0","Oui",1153
"4290","Oui","2","Oui",1633
"4291","Oui","2","Oui",501
"4292","Oui","2","Oui",501
"4293","Oui","1","Oui",501
"4294","Oui","0","Non",501
"4295","Oui","0","Non",501
"4296","Oui","2","Oui",501
"4297","Oui","2","Oui",501
"4298","Oui","0","Non",501
"4299","Oui","0","Non",501
"4300","Oui","2","Oui",501
"4301","Oui","1","Oui",501
"4302","Oui","1","Oui",501
"4303","Oui","0","Non",501
"4305","Oui","0","Non",501
"4307","Oui","1","Oui",501
"4313","Oui","1","Oui",1552
"4316","Oui","0","Oui",1552
"4317","Oui","1","Oui",1552
"4318","Oui","1","Oui",1552
"4319","Oui","2","Oui",1552
"4323","Oui","0","Oui",554
"4324","Oui","2","Oui",554
"4325","Oui","0","Oui",554
"4326","Non","1","Oui",554
"4327","Oui","2","Oui",554
"4328","Oui","1","Non",554
"4329","Oui","0","Oui",554
"4331","Oui","2","Non",554
"4332","Oui","1","Non",554
"4334","Oui","0","Non",554
"4336","Oui","2","Oui",554
"4337","Oui","1","Non",554
"4339","Oui","0","Non",554
"4341","Oui","2","Oui",554
"4343","Oui","0","Non",554
"4345","Oui","0","Non",554
"4347","Oui","1","Oui",554
"4348","Non","0","Non",554
"4349","Oui","0","Non",554
"4350","Non","0","Non",554
"4352","Oui","1","Non",554
"4353","Oui","1","Oui",554
"4357","Non","0","Oui",554
"4358","Oui","0","Oui",554
"4359","Oui","0","Non",554
"4360","Oui","0","Oui",554
"4361","Non","0","Non",554
"4362","Non","0","Non",554
"4363","Oui","0","Non",554
"4364","Oui","2","Oui",554
"4365","Oui","2","Oui",554
"4366","Oui","2","Oui",554
"4368","Oui","0","Oui",554
"4371","Non","1","Non",554
"4372","Oui","0","Non",554
"4373","Oui","2","Oui",554
"4375","Oui","0","Non",554
"4376","Oui","2","Oui",554
"4377","Oui","0","Non",554
"4378","Oui","0","Non",554
"4380","Oui","0","Non",554
"4381","Oui","0","Non",554
"4382","Non","0","Non",554
"4384","Oui","0","Non",554
"4386","Oui","0","Oui",554
"4387","Oui","0","Oui",554
"4388","Oui","1","Oui",554
"4390","Oui","1","Non",554
"4391","Oui","2","Non",554
"4392","Oui","0","Non",443
"4393","Oui","1","Non",443
"4394","Oui","0","Non",443
"4395","Oui","0","Non",443
"4397","Oui","0","Non",443
"4398","Oui","0","Non",443
"4402","Oui","0","Non",443
"4403","Oui","0","Non",443
"4404","Oui","2","Oui",1548
"4405","Oui","2","Oui",1548
"4406","Oui","2","Oui",1548
"4407","Oui","2","Oui",1548
"4408","Oui","0","Oui",1548
"4409","Oui","2","Oui",1548
"4410","Oui","2","Oui",1548
"4411","Oui","2","Oui",1548
"4413","Oui","2","Oui",1548
"4414","Oui","1","Oui",1548
"4415","Oui","2","Oui",1548
"4416","Oui","2","Oui",1478
"4418","Oui","2","Oui",1478
"4419","Oui","2","Oui",1478
"4422","Oui","1","Oui",1478
"4423","Oui","2","Oui",1478
"4424","Oui","2","Oui",642
"4425","Oui","2","Oui",642
"4426","Non","0","Oui",642
"4427","Oui","0","Oui",642
"4428","Oui","2","Oui",642
"4429","Oui","0","Oui",642
"4432","Oui","0","Oui",642
"4434","Oui","2","Oui",642
"4435","Oui","2","Oui",642
"4436","Oui","0","Oui",642
"4437","Oui","0","Oui",642
"4438","Oui","2","Oui",642
"4439","Oui","2","Oui",642
"4440","Oui","2","Oui",642
"4441","Oui","2","Oui",642
"4443","Oui","0","Non",449
"4444","Oui","0","Non",449
"4445","Oui","0","Non",449
"4446","Non","0","Non",449
"4447","Oui","0","Non",449
"4449","Oui","0","Non",449
"4450","Oui","0","Non",449
"4451","Oui","2","Non",449
"4453","Oui","0","Non",449
"4455","Oui","1","Non",393
"4456","Oui","2","Non",393
"4457","Non","0","Non",393
"4459","Oui","0","Non",393
"4460","Oui","0","Non",393
"4461","Oui","0","Non",393
"4463","Oui","0","Oui",474
"4465","Oui","1","Non",474
"4467","Oui","0","Non",474
"4469","Oui","1","Oui",474
"4471","Oui","2","Oui",1821
"4472","Oui","1","Oui",1821
"4473","Oui","2","Oui",1821
"4474","Oui","2","Oui",1821
"4475","Non","2","Non",1821
"4477","Oui","2","Oui",1821
"4478","Oui","2","Oui",1821
"4479","Oui","2","Oui",1821
"4480","Oui","1","Oui",1821
"4481","Oui","2","Oui",1821
"4482","Non","1","Oui",1821
"4483","Oui","0","Oui",1821
"4484","Oui","2","Oui",1821
"4485","Oui","1","Oui",1517
"4486","Non","2","Oui",1517
"4487","Oui","2","Oui",1517
"4488","Oui","2","Oui",1517
"4489","Oui","2","Oui",1517
"4490","Oui","2","Oui",1517
"4491","Oui","2","Oui",1517
"4492","Oui","2","Oui",1517
"4493","Oui","0","Non",1517
"4494","Oui","0","Oui",1517
"4496","Oui","2","Oui",1517
"4497","Oui","2","Oui",1517
"4498","Oui","1","Oui",1517
"4499","Oui","2","Oui",1517
"4500","Oui","2","Oui",1517
"4501","Oui","2","Oui",1517
"4502","Oui","2","Oui",1517
"4503","Oui","2","Oui",1517
"4505","Oui","2","Oui",1517
"4506","Oui","2","Oui",1517
"4507","Oui","1","Oui",1517
"4508","Oui","2","Oui",1517
"4510","Oui","2","Oui",1517
"4511","Oui","2","Oui",1517
"4513","Oui","1","Oui",427
"4514","Oui","0","Oui",427
"4515","Oui","0","Oui",427
"4516","Oui","0","Non",427
"4517","Non","0","Non",427
"4518","Oui","0","Non",427
"4520","Oui","0","Non",427
"4521","Oui","0","Non",427
"4522","Oui","2","Oui",427
"4523","Oui","2","Oui",427
"4524","Oui","0","Oui",427
"4525","Oui","0","Non",427
"4527","Oui","2","Oui",427
"4529","Non","0","Non",427
"4530","Oui","1","Non",427
"4533","Oui","0","Non",427
"4534","Non","2","Oui",427
"4536","Oui","1","Non",427
"4537","Oui","0","Non",427
"4539","Oui","0","Oui",427
"4541","Oui","2","Oui",758
"4543","Non","0","Oui",758
"4544","Oui","2","Oui",758
"4545","Oui","1","Oui",758
"4546","Oui","1","Non",758
"4547","Non","0","Non",758
"4548","Oui","2","Oui",758
"4549","Oui","0","Oui",758
"4550","Oui","0","Oui",758
"4551","Oui","2","Oui",758
"4552","Oui","0","Non",758
"4553","Oui","2","Oui",758
"4554","Oui","1","Oui",758
"4557","Oui","1","Oui",758
"4558","Oui","2","Oui",758
"4560","Oui","0","Oui",758
"4561","Oui","0","Oui",1619
"4562","Oui","2","Oui",1619
"4563","Oui","2","Oui",1619
"4564","Oui","2","Oui",1619
"4565","Oui","0","Oui",1619
"4566","Oui","0","Oui",1619
"4567","Non","1","Oui",1619
"4568","Oui","0","Oui",1619
"4569","Oui","2","Oui",1097
"4570","Oui","2","Oui",1097
"4571","Oui","2","Oui",1097
"4573","Oui","2","Oui",1097
"4574","Oui","2","Oui",1097
"4575","Oui","2","Oui",1097
"4576","Oui","1","Oui",1097
"4577","Oui","2","Oui",1097
"4578","Oui","2","Oui",1097
"4579","Oui","2","Oui",1097
"4580","Oui","2","Oui",1097
"4581","Oui","2","Oui",1097
"4582","Oui","2","Oui",1097
"4583","Oui","2","Oui",1097
"4584","Oui","2","Oui",1097
"4585","Oui","2","Oui",1097
"4588","Oui","2","Oui",1097
"4589","Oui","2","Oui",1097
"4590","Oui","0","Oui",1097
"4592","Non","0","Non",1097
"4593","Oui","0","Oui",1097
"4597","Non","0","Oui",837
"4598","Oui","0","Oui",837
"4599","Oui","0","Oui",837
"4600","Non","0","Oui",837
"4601","Oui","0","Oui",837
"4602","Oui","1","Oui",837
"4603","Oui","0","Oui",837
"4604","Oui","0","Oui",837
"4605","Oui","2","Oui",1343
"4606","Oui","1","Oui",1343
"4607","Oui","2","Oui",1343
"4608","Oui","1","Oui",1343
"4609","Oui","0","Oui",1343
"4610","Oui","0","Oui",1343
"4611","Oui","2","Oui",1343
"4612","Oui","0","Oui",1343
"4613","Oui","2","Oui",1343
"4614","Oui","2","Oui",1343
"4615","Oui","0","Non",427
"4616","Oui","2","Oui",648
"4617","Oui","0","Oui",648
"4619","Non","0","Non",648
"4620","Oui","1","Oui",648
"4621","Oui","2","Oui",648
"4622","Non","0","Non",648
"4625","Oui","2","Oui",552
"4627","Oui","2","Oui",552
"4628","Oui","2","Oui",552
"4629","Oui","0","Non",552
"4630","Oui","2","Oui",552
"4632","Oui","0","Non",552
"4633","Oui","0","Non",552
"4634","Oui","0","Oui",552
"4635","Oui","2","Non",552
"4636","Non","0","Oui",552
"4638","Oui","1","Oui",552
"4639","Oui","0","Oui",552
"4640","Oui","1","Oui",552
"4641","Oui","0","Oui",552
"4642","Oui","0","Oui",552
"4643","Oui","1","Oui",552
"4644","Oui","2","Oui",552
"4645","Oui","2","Oui",552
"4646","Oui","2","Oui",552
"4647","Oui","2","Oui",552
"4648","Oui","0","Oui",552
"4649","Non","2","Oui",552
"4650","Oui","2","Oui",1631
"4651","Oui","2","Oui",1631
"4652","Oui","2","Oui",1631
"4653","Oui","2","Oui",1631
"4654","Non","2","Oui",1631
"4655","Oui","2","Oui",1631
"4656","Oui","2","Oui",1631
"4657","Oui","2","Oui",1631
"4658","Oui","2","Oui",1631
"4659","Oui","2","Oui",1631
"4660","Oui","1","Oui",1631
"4661","Oui","1","Oui",1631
"4662","Oui","2","Oui",1631
"4663","Oui","2","Oui",1631
"4664","Oui","1","Oui",1631
"4665","Oui","0","Oui",1631
"4666","Non","2","Oui",1631
"4668","Oui","2","Oui",1631
"4671","Oui","1","Oui",658
"4672","Non","0","Oui",658
"4673","Oui","2","Oui",658
"4675","Oui","0","Non",514
"4676","Oui","0","Non",514
"4677","Oui","0","Non",514
"4678","Oui","0","Non",514
"4680","Oui","2","Oui",514
"4681","Oui","0","Non",514
"4682","Oui","2","Oui",514
"4683","Oui","2","Oui",1493
"4684","Oui","2","Oui",1493
"4685","Oui","1","Oui",1493
"4687","Non","2","Oui",1493
"4688","Oui","1","Oui",1493
"4689","Oui","2","Oui",1493
"4690","Oui","2","Oui",1493
"4691","Oui","0","Non",790
"4692","Oui","0","Non",790
"4693","Oui","2","Oui",790
"4694","Oui","0","Non",790
"4695","Oui","0","Oui",790
"4696","Oui","0","Oui",1420
"4697","Oui","2","Oui",1420
"4698","Oui","0","Oui",593
"4699","Oui","0","Oui",593
"4700","Oui","0","Non",593
"4701","Oui","2","Oui",593
"4702","Oui","1","Non",593
"4706","Oui","0","Non",593
"4707","Oui","2","Oui",593
"4709","Oui","0","Non",593
"4710","Oui","0","Non",593
"4711","Oui","0","Non",593
"4712","Oui","2","Non",593
"4713","Non","1","Non",593
"4714","Non","0","Non",593
"4715","Oui","0","Oui",642
"4716","Oui","0","Non",642
"4718","Oui","0","Non",642
"4720","Oui","0","Oui",642
"4721","Oui","0","Oui",642
"4722","Oui","1","Oui",642
"4723","Non","0","Non",642
"4724","Oui","1","Oui",1578
"4725","Non","2","Oui",1578
"4726","Oui","2","Oui",1578
"4727","Oui","2","Oui",2445
"4728","Oui","1","Oui",2445
"4729","Oui","2","Oui",2445
"4730","Oui","2","Oui",2445
"4731","Oui","2","Oui",2445
"4732","Oui","1","Oui",2445
"4733","Oui","0","Oui",2445
"4734","Oui","2","Oui",2445
"4735","Oui","2","Oui",2445
"4736","Oui","2","Oui",2445
"4737","Oui","2","Oui",2445
"4738","Oui","1","Oui",2445
"4739","Oui","2","Oui",2445
"4740","Oui","2","Oui",2445
"4741","Oui","2","Oui",2445
"4743","Oui","2","Oui",2445
"4744","Oui","2","Oui",2445
"4745","Non","2","Oui",2445
"4746","Oui","0","Oui",2445
"4747","Oui","0","Oui",2445
"4749","Oui","2","Oui",2445
"4750","Oui","2","Oui",2445
"4751","Oui","0","Oui",2445
"4752","Oui","0","Oui",2445
"4753","Oui","2","Oui",2445
"4754","Oui","2","Oui",2445
"4755","Oui","1","Oui",2445
"4756","Oui","2","Oui",2445
"4757","Oui","2","Oui",2445
"4758","Oui","1","Oui",2445
"4759","Oui","2","Oui",2445
"4760","Oui","2","Oui",2445
